-0.0392370617,0.2091364661,0.8292621970
-0.0444654415,0.2631787990,1.0283966064
-0.0273598058,0.2288077911,0.8605542779
0.0793656267,0.1476961996,0.7785240412
-0.0428689979,0.2047390799,0.8254953027
-0.0398102746,0.2083549634,0.8286409378
0.0008999090,0.2296251871,0.8114055395
0.0022636967,0.2312500113,0.8127190471
0.1104775426,0.1779888281,0.8043589592
-0.0584093364,0.1594549728,0.7544240355
0.0019365529,0.1233570821,0.8337671757
-0.0470051737,0.1905202610,0.8187363148
-0.0453885997,0.1924473308,0.8204042912
-0.0448725484,0.1930432083,0.8209308386
-0.0304649591,0.1924611234,0.7812556028
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.5341161847,-0.4348015932,0.3066642284
-0.5334659062,-0.4342001103,0.3065024912
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.5338332424,-0.4057766286,0.2795932591
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.5976811713,-0.4651482988,0.2935461104
-0.5365181441,-0.4369874025,0.3072568774
-0.5354276735,-0.4359723010,0.3069846928
-0.5312684855,-0.4321750912,0.3059568703
-0.5298793938,-0.4308924098,0.3056115806
-0.7477396253,-0.6576284094,0.0917080566
-0.7477396253,-0.6576284094,0.0917080566
-0.0199131044,0.0350402800,0.1790504605
-0.0303270093,0.0260671704,0.1822844744
-0.0201098479,0.0349300324,0.1791138798
-0.0399077142,0.0181996559,0.1849742979
-0.0202639367,0.0348432732,0.1791705042
-0.0201837919,0.0348884888,0.1791408360
-0.0202341475,0.0348601023,0.1791598499
-0.3540529453,-0.3104001293,0.1425703019
-0.0307065419,0.0258540652,0.1823672205
-0.0307448025,0.0258323631,0.1823686957
-0.0266025077,0.0292951610,0.1811786890
-0.0299586398,0.0262745811,0.1821304858
-0.0299257066,0.0262941695,0.1821146309
-0.0298639528,0.0263314203,0.1820851713
-0.1531928019,-0.0762868416,0.2033825517
-0.2941818416,-0.1940384429,0.2255203873
-0.8791362451,-0.4486839485,0.3923760056
-0.8791362451,-0.4486839485,0.3923760056
-0.8791362451,-0.4486839485,0.3923760056
-0.8791362451,-0.4486839485,0.3923760056
-0.8791362451,-0.4486839485,0.3923760056
-0.8791362451,-0.4486839485,0.3923760056
-0.8791362451,-0.4486839485,0.3923760056
-0.8791362451,-0.4486839485,0.3923760056
-2.6049104174,-1.1171377917,0.9534806609
-2.6102852364,-1.1170377351,0.9570745230
-2.6131234895,-1.1169973584,0.9589877725
-2.6581113727,-1.1159871828,0.9898874760
-1.7177163060,-0.9160793698,0.5976467729
-1.7510720805,-0.9306177566,0.6072055697
-1.7178556856,-0.9161047000,0.5976952910
-1.7509019337,-0.9305864415,0.6071419120
-1.7224302202,-0.9185722294,0.5980030894
-2.6523515001,-1.1205635719,0.9826086164
0.0631907068,-0.1193707067,-0.0898351148
-0.3812710996,-0.4466502129,-0.1628268957
-0.9987770499,-0.9422161478,-0.2450612932
0.7569542593,0.0850558174,-0.2448390573
-2.0627308293,-0.9222546417,0.7195732594
-1.0174602658,-0.9477083642,-0.2317646891
-0.9900275486,-1.0460978298,-0.3674021959
-3.3650420644,-1.2966920486,1.2254017591
-3.3649703305,-1.2966960104,1.2252590656
-3.3647900262,-1.2967158195,1.2249149084
-3.3639171650,-1.2968165504,1.2232571840
-3.3631919020,-1.2969257951,1.2219177485
-3.3627702650,-1.2969957588,1.2211478949
-3.3626455103,-1.2970223956,1.2209290266
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-3.5563474527,-1.3641254890,1.2937402725
-2.8978425628,-1.4074944275,0.0629121363
-3.3482003523,-1.4333690521,0.3067147136
-3.3510101984,-1.4330128270,0.3103501797
-3.3361506526,-1.5611415224,0.0788003355
-3.3585373727,-1.6218198344,0.1451312602
-3.3624259252,-1.6202898195,0.1510932148
-3.3564389654,-1.6283129779,0.1129777208
-3.3791253495,-1.6198823438,0.1204273775
-2.9447665880,-1.5509942471,0.2164710760
-3.3521875285,-1.6279801864,0.1046416461
-3.3657344528,-1.6188586811,0.1561852992
-3.3567802706,-1.6273597005,0.1195679829
-3.3716163827,-1.6163518709,0.1652328521
-3.3745678422,-1.6150475102,0.1697789580
-2.9440214317,-1.5511136070,0.2157930285
-3.0877682319,-1.4249329389,0.1450840086
-4.0281683563,-1.3193641028,1.2040557861
-4.0293056468,-1.3193458954,1.2044608593
-4.0346291310,-1.3260531449,1.1793663502
-4.0238845506,-1.3286954151,1.1609306335
-4.0348218264,-1.3260519648,1.1794300079
-4.0214232589,-1.3286993769,1.1601572037
-1.2863010276,-1.5404727606,-0.0443146303
-2.1829712784,-1.3842752650,0.5443676114
-2.2461153075,-1.3817319978,0.5695411563
-3.2702828834,-1.3468959416,0.9304589629
-3.2655100900,-1.3470615787,0.9287662506
-3.2591083209,-1.3472761904,0.9264931679
-1.9383923368,-1.3945089624,0.4322413802
-1.9645018669,-1.3934626458,0.4441606402
-3.2299824040,-1.3482574534,0.9161537290
-3.2197317847,-1.3485981685,0.9125134945
-3.2160663576,-1.3487209001,0.9112120867
-3.2139052358,-1.3487878293,0.9104431868
-1.3740510349,-1.4719310952,-0.0920692459
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.0754790498,-1.3885909970,0.5006332994
-0.5923949028,-1.4846565827,-0.6445835233
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
-2.1913830729,-1.3839479105,0.5476894379
